latitude,longitude,timestamp,temperature,windspeed,humidity,precipitation,dewpoint,cloud_cover,pressure,solar_radiation,sunshine_duration,month,year,ndvi,elevation,Cluster
10.5167,26.5833,2014-06-21 14:59:59.205,31.4,15.8,13,0.0,-0.3,0,962.3,401.0,3600.0,6,2014,3217,433,2
10.5167,26.5833,2014-06-21 15:59:59.200,29.3,13.5,15,0.0,0.0,0,962.4,152.0,3284.6,6,2014,3217,433,-1
10.5167,26.5833,2014-06-21 16:59:59.195,26.5,10.8,19,0.0,1.0,0,962.7,13.0,222.69,6,2014,3217,433,-1
10.5167,26.5833,2014-06-21 17:59:59.190,24.0,8.9,22,0.0,1.0,0,963.1,0.0,0.0,6,2014,3217,433,-1
10.5167,26.5833,2014-06-21 18:59:59.185,22.5,8.9,24,0.0,1.0,0,963.4,0.0,0.0,6,2014,3217,433,-1
10.5167,26.5833,2014-06-21 19:59:59.180,21.5,10.0,25,0.0,0.6,0,963.8,0.0,0.0,6,2014,3217,433,-1
10.5167,26.5833,2014-06-21 20:59:59.175,20.6,11.1,26,0.0,0.5,0,964.0,0.0,0.0,6,2014,3217,433,0
10.5167,26.5833,2014-06-21 21:59:59.170,19.9,11.9,27,0.0,0.4,0,963.9,0.0,0.0,6,2014,3217,433,0
10.5167,26.5833,2014-06-21 22:59:59.165,19.4,12.8,29,0.0,0.9,0,963.7,0.0,0.0,6,2014,3217,433,0
16.0,20.6667,2014-06-15 00:00:00.000,22.5,12.4,22,0.0,-0.3,0,961.8,0.0,0.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-15 01:00:00.000,21.6,13.4,24,0.0,0.2,0,961.3,0.0,0.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-15 01:59:59.990,20.9,14.8,25,0.0,0.2,0,961.2,0.0,0.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-15 02:59:59.985,20.4,15.9,26,0.0,0.3,0,961.5,0.0,0.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-15 03:59:59.980,19.9,15.6,27,0.0,0.4,0,961.6,0.0,0.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-15 04:59:59.975,19.6,15.9,28,0.0,0.6,0,961.9,0.0,0.0,6,2014,1233,450,0
16.0,20.6667,2014-06-15 05:59:59.970,19.7,16.6,27,0.0,0.2,0,962.9,50.0,1499.12,6,2014,1233,450,-1
16.0,20.6667,2014-06-15 06:59:59.965,21.3,16.4,25,0.0,0.5,0,964.1,257.0,3600.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-15 07:59:59.960,23.8,18.6,21,0.0,0.2,0,965.7,490.0,3600.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-15 08:59:59.955,26.2,23.0,18,0.0,0.0,0,965.6,686.0,3600.0,6,2014,1233,450,2
16.0,20.6667,2014-06-15 09:59:59.950,28.1,24.8,17,0.0,0.7,0,965.0,821.0,3600.0,6,2014,1233,450,2
16.0,20.6667,2014-06-15 10:59:59.945,29.7,25.4,15,0.0,0.3,0,964.2,884.0,3600.0,6,2014,1233,450,2
16.0,20.6667,2014-06-15 11:59:59.940,30.9,25.6,14,0.0,0.3,0,963.6,867.0,3600.0,6,2014,1233,450,2
16.0,20.6667,2014-06-15 12:59:59.935,31.6,25.3,13,0.0,-0.1,0,962.9,774.0,3600.0,6,2014,1233,450,2
16.0,20.6667,2014-06-15 13:59:59.930,31.9,24.7,13,0.0,0.1,0,962.5,611.0,3600.0,6,2014,1233,450,2
16.0,20.6667,2014-06-15 14:59:59.925,31.8,23.5,13,0.0,0.0,0,962.6,396.0,3600.0,6,2014,1233,450,2
16.0,20.6667,2014-06-15 15:59:59.920,31.2,20.2,13,0.0,-0.4,0,962.9,159.0,3600.0,6,2014,1233,450,2
16.0,20.6667,2014-06-15 16:59:59.915,29.4,13.8,14,0.0,-0.8,0,963.0,9.0,0.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-15 17:59:59.910,27.6,13.9,17,0.0,0.4,0,963.4,0.0,0.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-15 18:59:59.905,26.2,15.1,19,0.0,0.7,0,964.0,0.0,0.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-15 19:59:59.900,24.9,15.3,20,0.0,0.4,0,964.2,0.0,0.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-15 20:59:59.895,23.8,15.3,22,0.0,0.8,0,964.3,0.0,0.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-15 21:59:59.890,22.8,14.8,23,0.0,0.6,0,964.0,0.0,0.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-15 22:59:59.885,22.0,14.0,25,0.0,1.1,0,964.2,0.0,0.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-15 23:59:59.880,21.2,13.2,26,0.0,1.0,0,963.9,0.0,0.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-16 00:59:59.875,20.5,13.1,28,0.0,1.4,0,964.0,0.0,0.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-16 01:59:59.870,19.8,12.7,29,0.0,1.3,0,963.9,0.0,0.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-16 02:59:59.865,19.3,12.8,30,0.0,1.3,0,964.6,0.0,0.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-16 03:59:59.860,18.8,13.0,31,0.0,1.3,0,965.0,0.0,0.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-16 04:59:59.855,18.4,13.3,32,0.0,1.4,0,965.3,0.0,0.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-16 05:59:59.850,18.5,13.6,32,0.0,1.5,0,965.6,51.0,1611.2,6,2014,1233,450,-1
16.0,20.6667,2014-06-16 06:59:59.845,20.0,15.1,29,0.0,1.4,0,966.5,261.0,3600.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-16 07:59:59.840,22.4,17.8,25,0.0,1.4,0,967.4,495.0,3600.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-16 08:59:59.835,24.8,23.8,22,0.0,1.7,0,967.2,691.0,3600.0,6,2014,1233,450,2
16.0,20.6667,2014-06-16 09:59:59.830,26.9,27.7,20,0.0,2.0,0,966.3,827.0,3600.0,6,2014,1233,450,2
16.0,20.6667,2014-06-16 10:59:59.825,28.6,28.6,18,0.0,2.0,0,965.5,891.0,3600.0,6,2014,1233,450,2
16.0,20.6667,2014-06-16 11:59:59.820,29.8,28.4,17,0.0,2.1,0,964.3,876.0,3600.0,6,2014,1233,450,2
16.0,20.6667,2014-06-16 12:59:59.815,30.8,26.9,15,0.0,1.2,0,963.3,783.0,3600.0,6,2014,1233,450,2
16.0,20.6667,2014-06-16 13:59:59.810,31.2,25.4,12,0.0,-1.5,0,962.6,621.0,3600.0,6,2014,1233,450,2
16.0,20.6667,2014-06-16 14:59:59.805,31.0,24.8,12,0.0,-1.7,0,962.4,404.0,3600.0,6,2014,1233,450,2
16.0,20.6667,2014-06-16 15:59:59.800,30.1,22.7,13,0.0,-1.3,0,962.6,164.0,3600.0,6,2014,1233,450,2
16.0,20.6667,2014-06-16 16:59:59.795,28.3,17.6,14,0.0,-1.7,0,962.7,10.0,0.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-16 17:59:59.790,26.8,17.5,15,0.0,-2.0,0,963.4,0.0,0.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-16 18:59:59.785,25.5,19.7,18,0.0,-0.6,0,964.0,0.0,0.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-16 19:59:59.780,24.4,20.2,20,0.0,0.0,0,964.7,0.0,0.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-16 20:59:59.775,23.4,20.0,22,0.0,0.5,0,964.9,0.0,0.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-16 21:59:59.770,22.4,19.1,23,0.0,0.3,0,964.8,0.0,0.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-16 22:59:59.765,21.6,18.0,25,0.0,0.7,0,964.5,0.0,0.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-16 23:59:59.760,20.8,17.4,26,0.0,0.6,0,964.2,0.0,0.0,6,2014,1233,450,0
16.0,20.6667,2014-06-17 00:59:59.755,20.2,17.2,27,0.0,0.6,0,963.8,0.0,0.0,6,2014,1233,450,0
16.0,20.6667,2014-06-17 01:59:59.750,19.6,16.9,28,0.0,0.6,0,963.7,0.0,0.0,6,2014,1233,450,0
16.0,20.6667,2014-06-17 02:59:59.745,19.1,16.8,29,0.0,0.6,0,963.9,0.0,0.0,6,2014,1233,450,0
16.0,20.6667,2014-06-17 03:59:59.740,18.6,16.5,30,0.0,0.7,0,964.3,0.0,0.0,6,2014,1233,450,0
16.0,20.6667,2014-06-17 04:59:59.735,18.1,16.8,32,0.0,1.1,0,964.8,0.0,0.0,6,2014,1233,450,0
16.0,20.6667,2014-06-17 05:59:59.730,18.1,17.6,32,0.0,1.1,0,965.3,51.0,1610.89,6,2014,1233,450,-1
16.0,20.6667,2014-06-17 06:59:59.725,19.5,20.0,30,0.0,1.5,0,966.2,264.0,3600.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-17 07:59:59.720,21.7,25.3,27,0.0,1.9,0,967.1,500.0,3600.0,6,2014,1233,450,2
16.0,20.6667,2014-06-17 08:59:59.715,23.8,30.8,24,0.0,2.0,0,967.1,698.0,3600.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-17 09:59:59.710,25.7,33.2,21,0.0,1.7,0,966.5,836.0,3600.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-17 10:59:59.705,27.0,32.5,19,0.0,1.4,0,965.6,899.0,3600.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-17 11:59:59.700,28.0,30.9,18,0.0,1.5,0,964.5,881.0,3600.0,6,2014,1233,450,2
16.0,20.6667,2014-06-17 12:59:59.695,28.6,28.9,17,0.0,1.2,0,963.6,787.0,3600.0,6,2014,1233,450,2
16.0,20.6667,2014-06-17 13:59:59.690,28.7,28.4,16,0.0,0.4,0,963.0,625.0,3600.0,6,2014,1233,450,2
16.0,20.6667,2014-06-17 14:59:59.685,28.4,27.3,17,0.0,1.0,0,963.0,407.0,3600.0,6,2014,1233,450,2
16.0,20.6667,2014-06-17 15:59:59.680,27.5,24.7,18,0.0,1.1,0,963.3,166.0,3600.0,6,2014,1233,450,2
16.0,20.6667,2014-06-17 16:59:59.675,26.1,17.9,20,0.0,1.4,0,963.7,10.0,0.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-17 17:59:59.670,24.7,15.9,23,0.0,2.2,0,964.1,0.0,0.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-17 18:59:59.665,23.5,16.9,24,0.0,1.8,0,964.3,0.0,0.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-17 19:59:59.660,22.6,20.6,25,0.0,1.6,0,964.4,0.0,0.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-17 20:59:59.655,21.7,22.0,27,0.0,1.9,0,964.5,0.0,0.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-17 21:59:59.650,20.9,21.9,30,0.0,2.7,0,964.2,0.0,0.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-17 22:59:59.645,20.1,21.4,32,0.0,2.9,0,964.1,0.0,0.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-17 23:59:59.640,19.3,19.6,35,0.0,3.5,0,963.8,0.0,0.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-18 00:59:59.635,18.5,16.9,37,0.0,3.5,0,963.5,0.0,0.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-18 01:59:59.630,17.7,15.0,39,0.0,3.6,0,963.5,0.0,0.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-18 02:59:59.625,16.9,14.5,41,0.0,3.6,0,963.4,0.0,0.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-18 03:59:59.620,16.3,14.4,42,0.0,3.4,0,963.7,0.0,0.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-18 04:59:59.615,15.8,14.5,43,0.0,3.3,0,964.1,0.0,0.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-18 05:59:59.610,15.7,14.4,42,0.0,2.8,0,964.8,51.0,1497.87,6,2014,1233,450,-1
16.0,20.6667,2014-06-18 06:59:59.605,17.0,14.8,37,0.0,2.2,0,965.9,262.0,3600.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-18 07:59:59.600,19.0,18.4,30,0.0,1.1,0,966.7,498.0,3600.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-18 08:59:59.595,21.2,23.5,24,0.0,-0.2,0,966.4,697.0,3600.0,6,2014,1233,450,2
16.0,20.6667,2014-06-18 09:59:59.590,23.2,23.0,21,0.0,-0.3,0,965.8,836.0,3600.0,6,2014,1233,450,2
16.0,20.6667,2014-06-18 10:59:59.585,25.1,23.0,18,0.0,-0.9,0,964.8,901.0,3600.0,6,2014,1233,450,2
16.0,20.6667,2014-06-18 11:59:59.580,26.5,22.8,16,0.0,-1.4,0,963.7,884.0,3600.0,6,2014,1233,450,2
16.0,20.6667,2014-06-18 12:59:59.575,27.4,22.4,15,0.0,-1.5,0,963.1,802.0,3600.0,6,2014,1233,450,2
16.0,20.6667,2014-06-18 13:59:59.570,27.8,21.5,15,0.0,-1.2,0,962.6,654.0,3600.0,6,2014,1233,450,2
16.0,20.6667,2014-06-18 14:59:59.565,27.7,20.3,15,0.0,-1.3,0,962.4,444.0,3600.0,6,2014,1233,450,2
16.0,20.6667,2014-06-18 15:59:59.560,26.9,17.3,16,0.0,-1.1,0,962.5,202.0,3600.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-18 16:59:59.555,25.5,14.0,17,0.0,-1.4,0,962.8,36.0,542.93,6,2014,1233,450,-1
16.0,20.6667,2014-06-18 17:59:59.550,24.1,11.6,19,0.0,-1.0,0,963.1,0.0,0.0,6,2014,1233,450,1
16.0,20.6667,2014-06-18 18:59:59.545,22.9,9.6,21,0.0,-0.6,0,963.6,0.0,0.0,6,2014,1233,450,1
16.0,20.6667,2014-06-18 19:59:59.540,21.7,9.1,22,0.0,-0.9,0,964.1,0.0,0.0,6,2014,1233,450,1
16.0,20.6667,2014-06-18 20:59:59.535,20.7,10.1,24,0.0,-0.6,0,964.4,0.0,0.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-18 21:59:59.530,19.7,11.8,26,0.0,-0.3,0,964.1,0.0,0.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-18 22:59:59.525,18.8,13.6,28,0.0,-0.1,0,963.7,0.0,0.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-18 23:59:59.520,18.0,15.1,30,0.0,0.2,0,963.2,0.0,0.0,6,2014,1233,450,0
16.0,20.6667,2014-06-19 00:59:59.515,17.3,15.7,32,0.0,0.5,1,963.0,0.0,0.0,6,2014,1233,450,0
16.0,20.6667,2014-06-19 01:59:59.510,16.8,16.0,33,0.0,0.4,2,962.9,0.0,0.0,6,2014,1233,450,0
16.0,20.6667,2014-06-19 02:59:59.505,16.3,16.0,34,0.0,0.4,3,963.0,0.0,0.0,6,2014,1233,450,0
16.0,20.6667,2014-06-19 03:59:59.500,15.6,15.6,36,0.0,0.6,2,963.5,0.0,0.0,6,2014,1233,450,0
16.0,20.6667,2014-06-19 04:59:59.495,15.1,15.3,37,0.0,0.5,1,964.2,0.0,0.0,6,2014,1233,450,0
16.0,20.6667,2014-06-19 05:59:59.490,15.3,16.0,37,0.0,0.7,0,964.8,51.0,1498.06,6,2014,1233,450,-1
16.0,20.6667,2014-06-19 06:59:59.485,16.9,19.4,35,0.0,1.3,0,965.4,210.0,3600.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-19 07:59:59.480,19.2,24.3,31,0.0,1.7,0,966.0,434.0,3600.0,6,2014,1233,450,2
16.0,20.6667,2014-06-19 08:59:59.475,21.5,27.3,27,0.0,1.7,0,966.2,660.0,3600.0,6,2014,1233,450,2
16.0,20.6667,2014-06-19 09:59:59.470,23.7,27.7,23,0.0,1.3,0,965.7,816.0,3600.0,6,2014,1233,450,2
16.0,20.6667,2014-06-19 10:59:59.465,25.8,26.3,19,0.0,0.4,0,964.9,890.0,3600.0,6,2014,1233,450,2
16.0,20.6667,2014-06-19 11:59:59.460,27.4,24.6,16,0.0,-0.6,0,964.2,886.0,3600.0,6,2014,1233,450,2
16.0,20.6667,2014-06-19 12:59:59.455,28.4,23.6,14,0.0,-1.6,0,963.7,808.0,3600.0,6,2014,1233,450,2
16.0,20.6667,2014-06-19 13:59:59.450,29.0,22.9,14,0.0,-1.2,0,963.2,657.0,3600.0,6,2014,1233,450,2
16.0,20.6667,2014-06-19 14:59:59.445,28.9,21.5,14,0.0,-1.3,0,963.0,447.0,3600.0,6,2014,1233,450,2
16.0,20.6667,2014-06-19 15:59:59.440,27.9,17.6,15,0.0,-1.1,0,963.1,205.0,3600.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-19 16:59:59.435,26.3,12.5,17,0.0,-0.7,0,963.4,37.0,576.51,6,2014,1233,450,-1
16.0,20.6667,2014-06-19 17:59:59.430,24.7,9.2,19,0.0,-0.4,0,963.7,0.0,0.0,6,2014,1233,450,1
16.0,20.6667,2014-06-19 18:59:59.425,23.5,7.9,20,0.0,-0.8,0,964.2,0.0,0.0,6,2014,1233,450,1
16.0,20.6667,2014-06-19 19:59:59.420,22.3,8.1,22,0.0,-0.5,0,964.7,0.0,0.0,6,2014,1233,450,1
16.0,20.6667,2014-06-19 20:59:59.415,21.2,9.2,23,0.0,-0.8,0,964.9,0.0,0.0,6,2014,1233,450,1
16.0,20.6667,2014-06-19 21:59:59.410,20.2,10.6,24,0.0,-1.0,0,964.7,0.0,0.0,6,2014,1233,450,1
16.0,20.6667,2014-06-19 22:59:59.405,19.3,12.8,26,0.0,-0.7,0,964.1,0.0,0.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-19 23:59:59.400,18.5,14.2,27,0.0,-0.8,0,963.7,0.0,0.0,6,2014,1233,450,0
16.0,20.6667,2014-06-20 00:59:59.395,17.9,14.4,28,0.0,-0.9,2,963.6,0.0,0.0,6,2014,1233,450,0
16.0,20.6667,2014-06-20 01:59:59.390,17.4,14.0,28,0.0,-1.3,4,963.6,0.0,0.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-20 02:59:59.385,16.9,13.9,28,0.0,-1.7,6,963.7,0.0,0.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-20 03:59:59.380,16.5,13.9,29,0.0,-1.6,4,964.1,0.0,0.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-20 04:59:59.375,16.2,14.2,29,0.0,-1.8,2,964.6,0.0,0.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-20 05:59:59.370,16.0,14.2,30,0.0,-1.5,0,965.1,51.0,1498.53,6,2014,1233,450,-1
16.0,20.6667,2014-06-20 06:59:59.365,17.9,17.0,28,0.0,-0.8,0,966.1,210.0,3600.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-20 07:59:59.360,20.4,22.2,24,0.0,-0.9,0,966.8,434.0,3600.0,6,2014,1233,450,2
16.0,20.6667,2014-06-20 08:59:59.355,22.7,26.1,21,0.0,-0.8,0,967.1,661.0,3600.0,6,2014,1233,450,2
16.0,20.6667,2014-06-20 09:59:59.350,24.5,26.9,19,0.0,-0.6,1,966.5,817.0,3600.0,6,2014,1233,450,2
16.0,20.6667,2014-06-20 10:59:59.345,26.2,26.3,17,0.0,-0.7,1,965.6,894.0,3600.0,6,2014,1233,450,2
16.0,20.6667,2014-06-20 11:59:59.340,27.5,25.2,16,0.0,-0.5,2,964.6,889.0,3600.0,6,2014,1233,450,2
16.0,20.6667,2014-06-20 12:59:59.335,28.4,23.9,15,0.0,-0.7,1,964.0,811.0,3600.0,6,2014,1233,450,2
16.0,20.6667,2014-06-20 13:59:59.330,28.9,22.1,13,0.0,-2.3,1,963.5,660.0,3600.0,6,2014,1233,450,2
16.0,20.6667,2014-06-20 14:59:59.325,28.9,19.6,13,0.0,-2.3,0,963.2,449.0,3600.0,6,2014,1233,450,2
16.0,20.6667,2014-06-20 15:59:59.320,28.0,16.1,14,0.0,-2.0,2,963.2,207.0,3600.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-20 16:59:59.315,26.5,11.7,15,0.0,-2.3,4,963.4,37.0,609.41,6,2014,1233,450,-1
16.0,20.6667,2014-06-20 17:59:59.310,25.0,8.9,17,0.0,-1.8,6,963.8,0.0,0.0,6,2014,1233,450,1
16.0,20.6667,2014-06-20 18:59:59.305,23.6,8.6,19,0.0,-1.4,5,964.2,0.0,0.0,6,2014,1233,450,1
16.0,20.6667,2014-06-20 19:59:59.300,22.1,9.4,21,0.0,-1.2,4,964.6,0.0,0.0,6,2014,1233,450,1
16.0,20.6667,2014-06-20 20:59:59.295,20.9,10.7,23,0.0,-1.0,3,964.9,0.0,0.0,6,2014,1233,450,1
16.0,20.6667,2014-06-20 21:59:59.290,20.0,12.1,24,0.0,-1.2,7,964.8,0.0,0.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-20 22:59:59.285,19.3,13.4,26,0.0,-0.7,12,964.5,0.0,0.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-20 23:59:59.280,18.7,14.7,27,0.0,-0.7,16,964.2,0.0,0.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-21 00:59:59.275,18.1,15.3,28,0.0,-0.7,18,964.0,0.0,0.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-21 01:59:59.270,17.7,15.3,30,0.0,-0.1,21,963.9,0.0,0.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-21 02:59:59.265,17.2,15.3,31,0.0,-0.1,23,964.0,0.0,0.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-21 03:59:59.260,16.6,14.7,32,0.0,-0.2,19,964.3,0.0,0.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-21 04:59:59.255,16.0,14.0,33,0.0,-0.3,15,964.8,0.0,0.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-21 05:59:59.250,16.2,14.8,33,0.0,-0.1,11,965.4,51.0,1499.26,6,2014,1233,450,-1
16.0,20.6667,2014-06-21 06:59:59.245,17.6,18.1,31,0.0,0.3,13,966.1,209.0,3600.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-21 07:59:59.240,19.9,22.7,28,0.0,0.8,15,966.8,433.0,3600.0,6,2014,1233,450,2
16.0,20.6667,2014-06-21 08:59:59.235,22.0,26.0,25,0.0,1.1,17,967.1,659.0,3600.0,6,2014,1233,450,2
16.0,20.6667,2014-06-21 09:59:59.230,23.9,26.0,22,0.0,0.9,17,966.5,816.0,3600.0,6,2014,1233,450,2
16.0,20.6667,2014-06-21 10:59:59.225,25.6,24.1,20,0.0,1.0,17,965.4,893.0,3600.0,6,2014,1233,450,2
16.0,20.6667,2014-06-21 11:59:59.220,27.0,22.5,18,0.0,0.6,17,964.5,889.0,3600.0,6,2014,1233,450,2
16.0,20.6667,2014-06-21 12:59:59.215,27.8,21.3,16,0.0,-0.3,17,963.7,811.0,3600.0,6,2014,1233,450,2
16.0,20.6667,2014-06-21 13:59:59.210,28.2,20.2,15,0.0,-0.9,17,963.1,662.0,3600.0,6,2014,1233,450,2
16.0,20.6667,2014-06-21 14:59:59.205,28.1,18.8,15,0.0,-1.0,17,962.6,451.0,3600.0,6,2014,1233,450,-1
